id,rolling_speed,elevation_speed,elevation_jerk,elevation,roll,elevation_acceleration,controller_input
427,-0.0106,-8.3,0.0,0,-0.015,-0.1,-10.0
428,-0.0043,-1.5,0.0,-30,-0.004,-0.1,-10.0
429,-0.0069,-5.0,0.0,-40,0.021,0.0,-10.0
430,0.002,4.7,0.0,-20,0.003,0.3,20.0
431,0.0016,1.8,-0.01,-20,-0.018000000000000002,-0.2,-20.0
432,0.0058,2.4,0.0,-30,-0.019,0.1,20.0
433,0.0081,1.2,0.01,-30,0.014,-0.1,10.0
434,0.0094,6.1,0.01,-20,-0.01,0.0,10.0
435,-0.0068,3.7,0.0,-10,-0.013,0.0,-10.0
436,0.0086,6.1,-0.01,-50,0.01,0.3,10.0
437,-0.0011,-2.8,0.0,10,0.015,-0.2,-40.0
438,-0.0014,3.0,0.0,-10,-0.014,0.1,10.0
439,-0.0021,9.5,0.0,-40,-0.03,0.1,20.0
440,0.0081,2.5,0.01,-30,-0.011,0.3,30.0
441,0.0063,-2.7,-0.01,-10,0.013,0.2,-20.0
442,-0.0015,-7.8,-0.02,-30,0.009000000000000001,0.0,-10.0
443,-0.003,3.2,0.0,-10,0.026,0.2,10.0
444,-0.0048,-7.8,0.0,10,0.009000000000000001,0.1,-10.0
445,0.0067,-3.2,0.0,-20,-0.006999999999999999,-0.1,-10.0
446,-0.0031,-4.8,0.0,-10,0.019,0.0,-10.0
447,0.0016,0.9,0.0,-10,0.006,-0.3,-20.0
448,-0.0003,-5.7,0.0,-30,0.02,0.0,-10.0
449,0.0002,-3.4,0.0,10,0.006,-0.2,-20.0
450,-0.0003,5.3,0.0,-10,0.014,0.4,30.0
451,0.0031,-3.3,0.0,20,0.009000000000000001,-0.1,-10.0
452,0.0044,-5.9,0.0,-10,0.012,0.0,-20.0
453,0.0075,0.8,0.0,-30,-0.01,0.2,10.0
454,0.0038,6.6,0.01,0,0.017,0.1,10.0
455,0.0031,5.9,0.0,-20,0.014,0.1,10.0
456,-0.0002,0.3,0.0,40,-0.018000000000000002,0.1,20.0
457,0.0032,7.7,0.0,-30,-0.006,0.3,69.99999999999999
458,-0.0037,-1.6,0.0,0,0.002,-0.2,-20.0
459,0.0107,-3.9,-0.01,-10,0.01,0.2,20.0
460,-0.0033,-8.7,-0.01,40,0.016,0.0,10.0
461,-0.0056,-6.2,0.0,40,0.004,-0.1,-20.0
462,-0.0061,-1.5,0.0,-30,-0.012,0.0,-10.0
463,-0.0059,2.3,0.0,-20,0.02,-0.1,-10.0
464,0.0018,3.6,0.0,-30,0.006,0.2,10.0
465,0.0039,1.8,-0.01,-20,0.028,0.3,20.0
466,0.0047,-2.7,0.0,-10,0.012,-0.1,-10.0
467,0.0044,-10.9,0.0,-40,-0.012,-0.1,-40.0
468,0.0023,7.8,0.0,-30,-0.012,0.1,20.0
469,-0.0023,-8.8,0.0,0,0.012,-0.2,-40.0
470,-0.0026,4.3,0.0,0,0.002,-0.1,20.0
471,0.0053,0.9,0.0,-20,0.012,0.0,20.0
472,-0.0048,-2.2,-0.01,-30,0.004,0.1,-10.0
473,0.0011,-2.1,0.0,-40,0.006999999999999999,0.0,-10.0
474,0.0056,1.1,0.0,-20,-0.006,0.1,10.0
475,0.0018,-7.8,0.0,-20,0.008,-0.1,-30.0
476,-0.0026,3.6,0.0,-20,-0.033,0.1,10.0
477,0.0049,3.3,0.0,-10,-0.02,0.1,30.0
478,-0.0039,-8.3,0.0,-20,0.03,-0.2,-20.0
479,-0.006999999999999999,1.9,0.0,0,-0.014,0.0,-10.0
480,0.008,0.1,0.0,10,0.002,0.0,10.0
481,-0.0023,-5.6,0.0,0,0.023,0.0,10.0
482,-0.0074,-0.5,0.0,-10,0.005,0.1,20.0
483,0.0067,5.2,0.0,-10,-0.032,0.0,30.0
484,0.0036,-2.7,0.0,-20,-0.011,-0.1,-30.0
485,0.001,-1.3,0.0,0,-0.022,-0.2,-30.0
486,0.0063,-5.4,0.0,0,-0.025,0.3,10.0
487,0.0051,-1.0,0.0,10,-0.004,-0.1,10.0
488,-0.0033,-6.3,0.0,-10,0.012,0.0,-20.0
489,0.0091,-0.8,-0.02,-40,0.01,0.0,20.0
490,0.0033,-2.4,0.0,-30,-0.012,0.2,10.0
491,0.0029,-2.2,0.0,-20,0.014,-0.2,10.0
492,-0.0007,1.7,0.0,0,-0.001,0.1,20.0
493,0.0072,3.8,-0.01,-10,0.0,0.1,10.0
494,0.002,12.1,0.0,20,0.001,0.1,10.0
495,-0.0071,-1.8,0.0,-30,0.003,0.0,-10.0
496,-0.0001,5.2,0.0,30,0.013,-0.1,10.0
497,0.0064,-4.0,-0.01,10,0.012,0.0,-10.0
498,0.0042,1.7,-0.01,-90,0.01,0.3,20.0
499,0.0001,-6.3,0.0,10,0.024,0.0,-10.0
500,0.0004,-1.6,-0.01,-40,-0.003,0.0,-30.0
501,0.0008,11.5,0.01,-10,-0.011,0.0,20.0
502,0.0154,1.2,0.02,-10,-0.005,-0.4,10.0
503,0.0028,11.7,0.01,0,-0.019,0.5,100.0
504,0.0003,6.5,0.0,10,0.012,0.1,10.0
505,-0.0027,7.2,0.0,-10,-0.005,0.1,10.0
506,0.0005,-5.1,-0.01,-20,-0.012,0.0,-30.0
507,-0.0001,6.5,0.0,10,-0.006,0.0,20.0
508,-0.0001,6.4,0.0,10,0.004,-0.1,10.0
509,0.0095,-1.1,0.0,50,-0.011,-0.1,-10.0
510,0.0004,-3.5,0.0,-10,-0.001,-0.1,-20.0
511,0.0057,3.2,0.01,-10,0.013,0.0,10.0
512,-0.0003,2.5,-0.01,-60,0.006999999999999999,0.2,10.0
513,-0.0049,5.5,0.01,-10,0.018000000000000002,0.0,10.0
514,-0.0044,-9.0,0.0,-10,0.018000000000000002,-0.1,-20.0
515,0.0033,-8.9,0.0,40,0.01,-0.1,10.0
516,0.006999999999999999,-7.3,0.0,60,0.004,-0.5,-40.0
517,-0.0012,-0.1,-0.01,-30,-0.005,-0.1,-10.0
518,0.0049,-0.5,0.0,-20,0.013,0.0,10.0
519,0.0064,-2.6,0.0,-20,0.002,-0.3,-30.0
520,0.0047,4.9,0.0,-10,-0.005,0.1,20.0
521,0.0022,7.4,0.0,-10,0.005,0.0,10.0
522,0.0056,1.7,-0.01,0,0.011,0.1,10.0
523,-0.0038,2.4,0.0,-50,-0.03,0.2,10.0
524,-0.004,-4.5,0.0,20,0.013,-0.1,-10.0
525,-0.0009,6.3,0.0,-30,0.006999999999999999,0.2,30.0
526,0.0048,-5.1,0.0,10,-0.005,-0.1,-20.0
527,0.0014,1.8,-0.01,10,-0.006,0.1,30.0
528,-0.0002,6.1,0.0,-10,-0.002,0.0,20.0
529,0.0006,-7.9,0.0,50,0.025,-0.3,-20.0
530,0.0032,-3.1,0.0,20,-0.02,-0.3,-50.0
531,0.0089,0.2,0.0,0,-0.026,0.2,30.0
532,-0.0057,-8.8,-0.02,-30,0.04,0.1,-10.0
533,0.0005,-2.2,0.0,-10,0.0,-0.2,-30.0
534,0.001,7.5,0.0,-30,-0.006999999999999999,0.3,10.0
535,0.0075,-0.2,0.0,-10,-0.021,-0.1,20.0
536,-0.006999999999999999,3.1,0.0,-20,0.001,0.3,10.0
537,-0.0037,-3.2,0.0,0,0.006,-0.1,-10.0
538,0.0014,-4.7,0.0,0,0.008,-0.1,-40.0
539,0.0089,-1.8,-0.02,-50,-0.011,0.4,20.0
540,0.0027,-3.5,0.0,10,-0.017,-0.1,-10.0
541,-0.0057,4.6,0.0,0,-0.011,0.0,30.0
542,0.0009,-6.9,-0.01,10,-0.003,-0.3,-40.0
543,0.0051,5.5,0.0,0,0.015,0.1,30.0
544,-0.0021,-2.2,0.01,-70,0.008,-0.1,-30.0
545,-0.0071,0.7,0.0,-10,0.004,-0.1,-10.0
546,-0.0025,-3.3,0.0,-50,-0.008,0.0,-10.0
547,-0.0054,5.4,0.0,20,0.013,0.0,20.0
548,0.006999999999999999,1.4,0.0,-20,-0.006999999999999999,0.1,20.0
549,-0.0043,-4.9,-0.01,-10,0.004,-0.1,-20.0
550,0.0053,-2.0,0.0,0,-0.036000000000000004,-0.1,-10.0
551,-0.0032,-6.4,0.0,0,0.006,0.0,-10.0
552,0.0025,-4.1,0.0,-40,0.006999999999999999,0.1,-30.0
553,0.0021,6.8,0.01,20,0.016,-0.1,10.0
554,0.0008,4.5,0.0,0,0.005,0.0,20.0
555,0.0052,0.3,0.0,-30,-0.033,0.2,10.0
556,-0.0022,-6.5,0.0,-10,0.013,-0.1,-30.0
557,-0.0054,0.1,0.0,-10,-0.011,-0.1,-30.0
558,-0.005,-1.1,0.0,-10,0.029,-0.2,-40.0
559,0.0021,-2.3,0.0,-10,-0.003,-0.2,-20.0
560,0.011000000000000001,1.2,0.0,30,0.013,-0.1,10.0
561,0.0055,0.8,0.0,-30,0.018000000000000002,-0.1,-10.0
562,0.0093,-4.4,0.0,-20,-0.012,0.0,30.0
563,-0.0028,-6.7,0.0,50,0.03,-0.3,-20.0
564,0.0046,-3.2,-0.01,40,0.002,-0.3,-10.0
565,-0.0036,-5.3,0.0,-10,0.014,-0.1,-20.0
566,-0.0028,2.8,0.0,-20,0.02,0.2,10.0
567,0.0063,-0.5,0.0,-20,0.011,0.0,10.0
568,-0.0041,6.2,0.0,-10,-0.009000000000000001,0.1,20.0
569,-0.0037,5.4,-0.01,-40,-0.025,0.4,30.0
570,-0.003,-3.2,0.0,-10,0.018000000000000002,-0.1,-10.0
571,0.0031,8.1,0.0,-40,0.04,0.2,40.0
572,0.0032,10.2,0.0,10,-0.03,0.2,60.0
573,-0.0065,-0.2,0.0,-10,0.001,0.0,-10.0
574,0.0016,1.5,0.01,50,0.0,0.1,10.0
575,0.0014,-3.1,0.0,-50,0.01,0.0,-20.0
576,0.0061,1.1,0.01,0,-0.015,0.0,20.0
577,0.0063,4.0,0.0,-30,-0.012,0.1,10.0
578,0.0065,2.6,0.0,-30,-0.006,0.1,10.0
579,-0.0057,-4.4,0.0,0,0.013,-0.2,-30.0
580,-0.0011,4.4,0.0,10,-0.006,0.0,10.0
581,-0.0001,-8.3,0.0,30,-0.033,-0.1,-60.0
582,-0.0015,-6.8,0.0,0,-0.009000000000000001,0.0,-20.0
583,-0.0062,-3.6,0.0,-30,0.005,-0.1,-20.0
584,-0.0005,7.2,0.0,20,-0.004,0.1,10.0
585,-0.0068,4.3,0.0,0,0.023,0.0,20.0
586,0.0092,5.3,0.0,-50,-0.003,0.1,30.0
587,-0.0075,3.8,0.0,-10,-0.011,0.3,40.0
588,-0.0014,5.6,0.0,-50,0.004,0.2,20.0
589,-0.0004,-7.6,0.0,30,0.002,-0.2,-40.0
590,-0.0003,-3.0,0.0,0,0.003,-0.1,-10.0
591,0.0018,-2.4,0.0,-10,-0.027000000000000003,-0.1,-20.0
592,0.0075,3.3,-0.01,-10,0.036000000000000004,-0.1,10.0
593,0.0032,-2.5,0.0,40,0.002,-0.3,-10.0
594,-0.0069,-0.3,0.0,-10,0.003,-0.3,-40.0
595,0.0037,6.6,0.0,-50,-0.009000000000000001,0.3,10.0
596,0.0004,6.0,0.0,-30,-0.011,0.2,10.0
597,0.002,-0.4,0.0,-10,0.023,-0.2,-10.0
598,-0.0069,1.2,0.0,-30,-0.014,0.0,-10.0
599,0.0027,-3.6,0.0,-10,0.01,-0.1,-10.0
600,-0.0015,-2.3,0.0,-20,-0.019,-0.1,-40.0
601,0.0066,-0.6,-0.01,-10,-0.018000000000000002,0.2,20.0
602,-0.0046,0.7,0.01,-10,-0.01,-0.1,-10.0
603,0.0022,4.7,0.0,-10,0.011,0.1,10.0
604,-0.0134,-3.7,-0.01,-60,0.004,0.0,-10.0
605,-0.003,-6.4,0.0,10,0.004,-0.2,-30.0
606,0.0005,-8.1,0.0,-40,0.011,0.0,-10.0
607,-0.0008,6.1,0.0,-10,-0.016,0.0,20.0
608,-0.0058,-5.5,0.0,-10,0.019,-0.1,-20.0
609,-0.001,10.6,0.01,0,-0.025,0.0,20.0
610,0.004,4.6,0.0,0,0.029,0.0,20.0
611,-0.0023,-4.5,0.0,-10,-0.021,0.0,-20.0
612,-0.0098,-2.2,0.0,-40,0.005,-0.1,-30.0
613,0.0012,-2.7,0.0,-60,0.0,0.0,-20.0
614,-0.0039,3.6,0.0,-10,0.008,0.2,60.0
615,-0.0166,-4.7,-0.02,20,-0.006999999999999999,-0.2,-10.0
616,-0.0067,2.5,0.01,-10,-0.011,0.1,10.0
617,-0.0014,-5.6,-0.01,-10,-0.011,0.0,-10.0
618,0.0094,-2.2,-0.01,-80,0.001,0.3,-10.0
619,-0.0064,8.5,0.0,-20,-0.012,0.1,30.0
620,-0.0092,0.6,0.0,-30,-0.008,0.0,10.0
621,-0.0002,6.0,0.0,20,-0.008,0.0,10.0
622,0.0062,-4.0,0.0,-40,0.011,-0.1,10.0
623,-0.002,5.5,0.0,-10,0.016,0.2,30.0
624,-0.0038,-4.9,0.0,10,0.011,-0.1,-10.0
625,-0.0012,-1.9,0.0,10,-0.004,-0.2,-30.0
626,-0.0044,-3.2,0.0,0,0.006999999999999999,-0.2,-30.0
627,-0.0041,-2.8,-0.01,10,-0.01,0.1,-20.0
628,-0.0006,4.2,0.0,-10,0.0,0.1,10.0
629,-0.0031,1.3,-0.01,-20,0.013,0.2,40.0
630,0.0049,-4.6,-0.01,30,-0.018000000000000002,-0.4,-30.0
631,-0.0034,-10.0,0.02,10,-0.001,-0.1,-10.0
632,-0.0065,-6.1,0.0,-50,0.001,0.0,-50.0
633,-0.0019,-2.7,0.0,0,-0.017,-0.2,-40.0
634,-0.0058,-10.7,0.0,0,-0.006,0.1,-10.0
635,0.0006,2.2,0.0,-40,0.003,0.2,10.0
636,-0.0071,-9.5,0.0,0,-0.012,-0.1,-20.0
637,-0.0005,-3.6,0.0,10,0.02,-0.1,-30.0
638,-0.0018,-2.2,0.0,10,0.023,-0.3,-20.0
639,0.0014,-3.7,0.0,-10,0.003,-0.1,-20.0
640,0.0065,-4.0,0.0,0,0.023,-0.4,-60.0
641,0.0054,-0.8,-0.01,0,0.006,-0.1,-10.0
642,-0.0028,-8.0,0.0,40,-0.001,-0.2,-10.0
643,0.0032,3.9,0.0,-20,-0.006999999999999999,0.2,10.0
644,-0.0082,0.2,0.0,-30,-0.013,0.0,-10.0
645,0.0017,-3.3,0.0,0,-0.016,-0.2,-20.0
646,0.0028,10.0,0.02,10,-0.008,-0.2,20.0
647,-0.0003,5.6,0.0,-10,0.006,0.1,10.0
648,0.0089,-3.2,-0.02,-30,0.011,0.2,-10.0
649,-0.0001,3.5,0.0,-10,-0.003,0.1,10.0
650,-0.0114,-3.8,0.0,-30,-0.015,0.0,-10.0
651,-0.0075,4.3,0.0,-30,-0.021,0.2,30.0
652,0.0041,-1.0,-0.02,-20,0.011,0.3,20.0
653,-0.0072,-2.6,0.0,40,0.006999999999999999,-0.2,-30.0
654,0.0014,-7.9,-0.01,50,0.016,-0.2,-30.0
655,0.0,-3.5,0.0,-10,0.026,0.0,-30.0
656,0.0055,-1.5,0.0,-10,-0.005,-0.1,-20.0
657,-0.0058,3.8,0.0,10,0.023,0.0,10.0
658,0.0034,-2.4,0.0,0,0.013,-0.2,10.0
659,0.005,-2.0,0.0,-20,-0.009000000000000001,0.0,-20.0
660,-0.0059,-0.4,0.0,-80,0.006,0.2,30.0
661,0.0053,2.5,-0.01,-10,0.016,-0.1,-10.0
662,-0.0031,-0.8,0.0,-30,-0.01,-0.1,-30.0
663,0.0013,2.9,0.0,0,-0.026,0.1,20.0
664,0.0069,7.5,0.0,-60,0.002,0.1,10.0
665,-0.0014,-5.7,0.0,-30,-0.001,0.0,-20.0
666,-0.0052,1.7,0.0,10,0.004,-0.2,-10.0
667,0.0023,-4.1,0.0,20,-0.02,-0.1,-10.0
668,0.0053,2.7,0.0,-10,-0.006999999999999999,-0.1,-10.0
669,-0.003,-6.5,0.0,-10,0.02,-0.1,-40.0
670,0.0042,-7.4,0.01,40,0.024,-0.2,-30.0
671,0.0036,1.8,0.0,0,-0.006999999999999999,0.1,20.0
672,0.0055,3.0,0.0,-50,0.013,0.1,30.0
673,0.0023,8.5,0.0,20,-0.001,-0.1,20.0
674,-0.0006,5.1,-0.01,-50,-0.004,0.1,10.0
675,-0.0024,-5.4,0.0,-20,-0.008,-0.1,-10.0
676,-0.0041,-3.6,0.0,-10,0.009000000000000001,-0.1,-30.0
677,0.0047,5.5,0.0,0,0.011,0.1,20.0
678,0.0055,1.1,0.0,20,-0.002,0.0,10.0
679,-0.0034,4.1,0.0,-30,-0.013,0.1,-10.0
680,0.0009,-3.2,-0.01,10,-0.01,0.1,-30.0
681,0.0032,3.8,-0.01,-80,0.047,0.2,10.0
682,0.0074,-9.2,0.0,20,0.006,-0.2,-30.0
683,-0.0076,1.9,0.0,20,-0.013,0.0,-10.0
684,0.0055,1.1,0.0,-40,-0.017,0.2,10.0
685,0.0036,8.8,0.0,-30,-0.01,0.1,10.0
686,-0.0089,0.0,0.0,0,0.004,0.0,10.0
687,-0.0056,0.4,0.0,-20,-0.014,0.1,10.0
688,-0.0012,3.6,0.0,-10,-0.005,0.1,10.0
689,-0.0039,5.4,0.0,10,0.006999999999999999,-0.1,-10.0
690,0.0115,4.4,0.01,0,-0.004,0.0,10.0
691,0.0018,-0.2,0.0,-30,0.011,0.2,10.0
692,-0.0013,7.4,0.0,-50,-0.01,0.2,10.0
693,0.0043,3.4,0.01,-20,-0.018000000000000002,0.0,10.0
694,-0.0021,4.5,0.0,-10,-0.013,0.0,-10.0
695,-0.0015,7.3,0.0,-20,0.018000000000000002,0.0,20.0
696,-0.003,4.7,0.0,20,0.0,0.0,20.0
697,-0.0033,-0.9,-0.01,-10,-0.011,0.0,-10.0
698,0.0085,5.4,0.0,-30,0.03,0.1,20.0
699,-0.0011,-5.6,0.0,0,0.023,-0.2,-20.0
700,0.0076,2.9,0.0,-70,-0.025,0.2,40.0
701,-0.0041,1.8,0.0,-20,-0.028,0.2,-10.0
702,0.0057,9.0,0.01,-60,0.02,0.1,10.0
703,-0.0033,1.4,0.0,-30,0.012,0.2,30.0
704,-0.0021,-4.6,0.0,0,-0.008,-0.1,-10.0
705,0.0037,2.0,0.0,-50,-0.01,0.1,20.0
706,-0.0044,-8.8,0.0,-20,0.042,0.0,-10.0
707,0.0001,3.8,0.0,-10,-0.006999999999999999,0.3,40.0
708,0.0044,-4.3,0.0,-10,0.008,-0.2,-10.0
709,-0.0041,-4.0,0.0,-50,-0.006999999999999999,-0.1,-60.0
710,0.0009,-13.1,-0.01,-10,0.034,-0.1,-20.0
711,0.0076,-0.5,-0.01,0,0.017,-0.1,-20.0
712,0.0061,-1.3,0.0,0,-0.006999999999999999,0.1,10.0
713,-0.0021,-4.0,0.0,-30,-0.01,0.0,-10.0
714,-0.0015,-2.9,0.01,40,0.01,-0.4,-20.0
715,0.0081,-2.4,0.01,0,0.014,-0.2,-50.0
716,-0.0053,-0.1,0.0,-30,0.005,0.0,10.0
717,0.0011,-8.7,0.0,-50,-0.038,0.0,10.0
718,-0.0037,0.8,0.0,20,0.036000000000000004,-0.4,-10.0
719,-0.0016,4.1,0.0,50,-0.001,-0.1,10.0
720,-0.0052,-8.4,0.0,50,0.015,-0.2,-20.0
721,-0.0024,-8.1,0.01,-30,0.036000000000000004,0.1,-20.0
722,0.0043,-4.3,-0.01,-20,0.003,0.0,-20.0
723,0.0028,11.2,0.0,0,0.005,0.1,30.0
724,-0.0007,3.8,0.0,-40,0.005,0.3,30.0
725,0.0045,-10.0,-0.01,0,0.029,-0.1,-20.0
726,-0.003,-2.1,0.0,0,-0.014,-0.2,-20.0
727,0.0105,-0.5,0.0,-30,0.001,0.1,-10.0
728,-0.0065,-2.9,0.0,30,0.022,-0.2,-20.0
729,0.0018,-2.9,0.0,30,0.03,-0.2,-30.0
730,-0.0096,-1.8,0.0,0,-0.011,0.1,10.0
731,-0.0082,-3.2,-0.02,10,0.012,-0.1,-20.0
732,-0.0016,0.5,0.0,10,-0.014,0.2,20.0
733,-0.0028,5.6,0.01,-10,0.017,-0.1,-10.0
734,-0.0044,-2.3,0.0,30,0.009000000000000001,-0.2,-20.0
735,-0.005,-4.3,0.0,-40,0.008,0.1,-20.0
736,0.0099,1.2,0.02,-30,0.011,-0.2,-10.0
737,0.001,-2.0,0.0,0,0.004,-0.2,-60.0
738,0.0059,-6.5,0.0,-20,-0.027000000000000003,-0.3,-10.0
739,0.0022,-4.9,0.0,-10,-0.006,0.0,-20.0
740,-0.006999999999999999,-1.4,0.0,-20,0.01,-0.1,-10.0
741,-0.0082,-3.0,0.0,-40,0.009000000000000001,0.2,10.0
742,0.0003,-3.6,0.0,-10,0.015,-0.2,-20.0
743,-0.0091,0.4,0.01,-70,0.014,0.2,10.0
744,0.002,-8.6,0.0,-30,-0.005,0.0,-10.0
745,-0.0078,1.4,0.0,0,0.003,-0.2,-10.0
746,0.0016,4.6,0.0,-20,-0.016,0.1,10.0
747,-0.0084,-1.3,0.0,-50,0.006999999999999999,0.0,10.0
748,-0.0033,-5.7,0.0,-30,-0.01,0.0,-20.0
749,0.0055,2.3,0.0,-50,0.01,-0.1,-30.0
750,-0.0129,-10.0,0.0,-40,0.022,-0.1,-10.0
751,-0.0009,8.2,0.0,20,-0.014,0.1,10.0
752,-0.0068,-1.8,0.0,-40,0.002,0.0,-20.0
753,0.0054,-0.4,0.0,-20,0.014,-0.1,-20.0
754,0.0088,1.2,-0.01,0,0.019,-0.2,10.0
755,-0.001,5.0,0.0,0,0.013,0.0,30.0
756,0.0053,4.0,0.0,-10,0.026,0.2,60.0
757,-0.0031,-3.0,-0.01,-50,0.0,0.2,-10.0
758,0.0006,-2.5,0.0,0,0.019,-0.3,-110.0
759,-0.0077,1.9,0.0,-20,0.022,0.0,-10.0
760,0.0061,-4.9,0.01,-10,-0.002,0.1,20.0
761,-0.0058,-5.2,0.0,-10,0.029,0.0,-10.0
762,0.0049,-1.1,0.0,10,-0.025,0.0,-20.0
763,-0.005,1.5,0.0,-30,0.005,0.2,10.0
764,0.0038,-5.3,0.0,-30,-0.002,-0.2,-30.0
765,-0.0043,-2.5,0.0,-10,-0.014,-0.2,-40.0
766,-0.0058,-0.8,-0.01,-50,-0.011,0.4,10.0
767,-0.0012,-3.7,0.0,30,0.005,-0.1,-10.0
768,-0.0031,-5.4,0.0,0,0.003,-0.1,-20.0
769,0.0054,9.6,0.0,-40,-0.005,0.1,10.0
770,0.0063,4.9,0.0,-10,-0.004,0.2,20.0
771,-0.0055,4.5,0.0,20,0.015,-0.1,10.0
772,-0.008,2.4,0.01,10,0.004,-0.3,-10.0
773,0.0007,4.3,0.0,-20,-0.001,0.1,10.0
774,-0.0033,13.7,0.0,-10,-0.005,0.2,69.99999999999999
775,0.0062,3.5,0.01,-10,-0.006999999999999999,-0.1,-10.0
776,0.0008,3.8,0.01,-30,0.003,0.3,50.0
777,0.0016,5.3,0.0,-40,0.0,0.4,60.0
778,0.0015,6.8,0.0,-20,-0.019,0.5,40.0
779,-0.0017,-4.5,0.0,40,-0.004,-0.2,-10.0
780,-0.001,-1.9,0.0,-50,0.008,0.0,-10.0
781,0.0058,-2.8,0.01,-10,-0.017,0.2,10.0
782,0.0011,3.0,0.0,0,0.009000000000000001,0.1,10.0
783,-0.003,10.3,0.02,50,0.024,-0.2,20.0
784,-0.0072,3.3,0.0,60,0.005,0.0,20.0
785,0.0081,0.4,0.0,-10,0.002,-0.1,-10.0
786,0.0004,-2.6,0.0,10,0.005,-0.2,-30.0
787,0.0149,0.5,0.01,-40,0.017,-0.3,10.0
788,-0.0042,0.8,0.0,-20,-0.012,-0.1,-10.0
789,0.0041,1.8,0.0,-50,0.005,0.3,20.0
790,0.0002,2.8,0.0,0,-0.013,0.1,10.0
791,0.0068,1.3,0.0,10,0.021,0.0,20.0
792,0.0073,-3.5,0.0,-30,0.005,0.0,-30.0
793,0.003,10.1,0.0,10,0.017,0.1,20.0
794,-0.0038,-4.6,0.0,20,0.011,-0.2,-20.0
795,-0.0005,-2.0,-0.01,-10,-0.012,0.1,-10.0
796,0.0104,-0.9,0.0,10,0.003,-0.5,-40.0
797,0.0025,2.8,0.0,-20,-0.012,0.3,30.0
798,0.0052,2.6,0.0,-20,0.018000000000000002,0.1,10.0
799,-0.0071,-5.3,0.0,-30,0.002,-0.3,-20.0
800,0.0027,-9.0,-0.01,-20,0.04,-0.1,-50.0
801,0.002,-4.6,0.0,40,0.038,-0.2,-20.0
802,-0.0004,-5.5,0.0,-50,-0.002,0.1,-30.0
803,-0.0056,2.4,0.0,-60,-0.012,0.2,10.0
804,-0.005,-4.8,0.0,0,0.022,0.0,-10.0
805,0.0035,4.3,0.0,0,0.005,0.1,40.0
806,-0.0044,-3.4,-0.01,-40,0.028,-0.1,-30.0
807,-0.0044,3.6,0.01,0,-0.01,0.0,10.0
808,-0.0059,-3.6,0.0,-50,-0.009000000000000001,0.0,-10.0
809,0.0068,1.3,0.0,10,0.015,0.0,10.0
810,-0.0024,3.8,0.0,10,0.004,0.1,20.0
811,0.0059,-1.4,0.0,-50,-0.031,0.1,-10.0
812,-0.0043,2.9,0.0,-30,-0.011,0.1,10.0
813,-0.0053,-7.8,0.0,20,-0.028,0.0,-10.0
814,-0.0084,0.2,0.0,-20,-0.012,0.1,10.0
815,0.0034,-3.9,-0.01,20,-0.002,-0.2,-10.0
816,0.0022,-3.1,0.0,30,0.012,-0.4,-30.0
817,0.0027,-7.4,0.0,20,0.04,-0.1,-20.0
818,-0.0044,-0.9,-0.02,-20,-0.01,0.2,10.0
819,0.0165,4.7,-0.01,-30,-0.019,0.1,10.0
820,-0.0058,-0.5,0.0,40,0.006999999999999999,-0.2,-20.0
821,-0.0017,-4.4,0.0,0,-0.004,0.0,-10.0
822,-0.0007,6.2,0.0,-50,-0.006,0.3,10.0
823,-0.003,8.3,0.0,10,-0.002,0.1,40.0
824,-0.011000000000000001,-0.2,0.01,-50,-0.013,0.2,-20.0
825,0.0064,0.6,0.0,-30,0.016,0.2,20.0
826,0.0051,-2.7,0.01,-10,0.016,-0.3,-30.0
827,0.0013,4.7,0.0,10,0.005,0.0,20.0
828,0.0,6.2,0.0,10,-0.027000000000000003,0.0,30.0
829,-0.0046,0.7,0.0,0,0.006999999999999999,-0.1,-20.0
830,0.0077,-0.8,0.0,-10,0.0,0.0,20.0
831,0.0051,4.2,0.0,50,-0.006,0.0,10.0
832,0.0062,-2.5,0.01,-20,0.01,-0.2,-20.0
833,-0.0058,1.9,0.02,-30,-0.017,0.0,10.0
834,0.0031,-5.4,0.0,0,-0.011,-0.2,-10.0
835,-0.0091,-7.6,-0.02,-40,0.013,0.2,-10.0
836,0.0011,-6.9,0.0,-30,0.009000000000000001,-0.2,-40.0
837,-0.0036,-6.0,0.0,-40,-0.008,-0.4,-69.99999999999999
838,-0.0094,-2.0,0.0,-10,-0.001,-0.1,10.0
839,-0.0058,-2.5,0.0,-90,0.012,0.1,-30.0
840,-0.0063,-0.3,0.0,-20,0.004,0.0,10.0
841,0.0011,-4.7,0.0,0,0.023,-0.1,-30.0
842,0.004,8.8,0.0,-10,0.013,0.0,10.0
843,-0.0003,5.2,0.0,-20,-0.009000000000000001,0.2,20.0
844,-0.0018,-4.0,0.0,0,0.01,-0.1,-20.0
845,0.0033,-5.6,0.01,-30,-0.005,0.0,-10.0
846,0.0018,-4.4,0.0,-40,0.003,0.0,-30.0
847,-0.011000000000000001,-6.6,0.01,-20,-0.001,0.0,-10.0
848,-0.006,3.9,-0.01,20,0.008,0.4,50.0
849,0.0011,-0.8,0.0,-10,-0.022,-0.3,-40.0
850,-0.0036,1.2,0.0,-20,0.026,0.3,-20.0
851,-0.0098,-2.3,0.0,-20,0.01,0.1,-10.0
